Agent 0 | Tick: 243 - ['u', 'u', 'u', 'u', 'u', 'l']
Agent 1 | Tick: 303 - ['']
Agent 1 | Tick: 304 - ['']
Agent 1 | Tick: 305 - ['']
Agent 1 | Tick: 306 - ['']
Agent 1 | Tick: 307 - ['']
Agent 1 | Tick: 308 - ['']
Agent 1 | Tick: 309 - ['']
Agent 0 | Tick: 244 - ['u']
Agent 0 | Tick: 245 - ['u']
Agent 1 | Tick: 310 - ['']
Agent 1 | Tick: 311 - ['']
Agent 0 | Tick: 246 - ['d', 'd', 'r', 'r']
Agent 1 | Tick: 312 - ['u', 'l', 'l', 'l', 'l']
Agent 0 | Tick: 247 - ['d', 'r']
Agent 0 | Tick: 248 - ['u', 'r', 'p']
Agent 1 | Tick: 313 - ['u', 'l', 'p']
Agent 1 | Tick: 314 - ['d', 'l', 'p']
Agent 0 | Tick: 249 - ['d', 'r', 'p']
Agent 1 | Tick: 315 - ['r', 'u', 'u', 'l', 'l', 'l', 'd', 'd', 'd', 'd', 'd', 'r', 'r', 'u']
Agent 0 | Tick: 250 - ['l', 'l']
Agent 0 | Tick: 251 - ['u', 'u']
Agent 0 | Tick: 252 - ['u']
Agent 0 | Tick: 253 - ['r', 'r', 'p']
Agent 0 | Tick: 254 - ['u']
Agent 0 | Tick: 255 - ['u', 'r']
Agent 0 | Tick: 256 - ['r']
Agent 0 | Tick: 257 - ['d', 'd', 'd', 'l', 'l', 'd', 'd', 'd', 'd', 'p']
Agent 1 | Tick: 316 - ['r', 'r', 'r', 'u', 'u', 'l', 'u', 'l', 'l']
Agent 0 | Tick: 258 - ['d', 'r', 'r', 'p']
Agent 1 | Tick: 317 - ['d', 'r', 'r', 'd']
Agent 0 | Tick: 259 - ['d', 'l', 'l']
Agent 1 | Tick: 318 - ['d']
Agent 1 | Tick: 319 - ['r', 'r', 'r']
Agent 0 | Tick: 260 - ['']
Agent 0 | Tick: 261 - ['r']
Agent 1 | Tick: 320 - ['r']
Agent 0 | Tick: 262 - ['r']
Agent 1 | Tick: 321 - ['l', 'l', 'l', 'u', 'l', 'l', 'd', 'p']
Agent 0 | Tick: 263 - ['u', 'r', 'r', 'r']
Agent 0 | Tick: 264 - ['r', 'u', 'u', 'l']
Agent 1 | Tick: 322 - ['u', 'r', 'u', 'r', 'p']
Agent 0 | Tick: 265 - ['l']
Agent 0 | Tick: 266 - ['u', 'l']
Agent 0 | Tick: 267 - ['u', 'r']
Agent 1 | Tick: 323 - ['u', 'u', 'l', 'l', 'l', 'p']
Agent 0 | Tick: 268 - ['r', 'r']
Agent 0 | Tick: 269 - ['u']
Agent 0 | Tick: 270 - ['u', 'l', 'u', 'u', 'r']
Agent 1 | Tick: 324 - ['r', 'd']
Agent 1 | Tick: 325 - ['r']
Agent 0 | Tick: 271 - ['l']
Agent 1 | Tick: 326 - ['u', 'r', 'r']
Agent 0 | Tick: 272 - ['l', 'd', 'l']
Agent 0 | Tick: 273 - ['r']
Agent 1 | Tick: 327 - ['u']
Agent 0 | Tick: 274 - ['d', 'r', 'r']
Agent 1 | Tick: 328 - ['l', 'l', 'l']
Agent 0 | Tick: 275 - ['']
Agent 1 | Tick: 329 - ['d', 'r', 'r', 'r']
Agent 0 | Tick: 276 - ['d', 'd', 'r', 'r']
Agent 1 | Tick: 330 - ['']
Agent 0 | Tick: 277 - ['r']
Agent 1 | Tick: 331 - ['']
Agent 0 | Tick: 278 - ['']
Agent 1 | Tick: 332 - ['u', 'u', 'u', 'u', 'r', 'u']
Agent 0 | Tick: 279 - ['']
Agent 0 | Tick: 280 - ['']
Agent 0 | Tick: 281 - ['u', 'l', 'u', 'u', 'u', 'u', 'r']
Agent 1 | Tick: 333 - ['u']
Agent 1 | Tick: 334 - ['r', 'r', 'r']
Agent 1 | Tick: 335 - ['r']
Agent 0 | Tick: 282 - ['d', 'd', 'd', 'd', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'd', 'l']
Agent 1 | Tick: 336 - ['']
Agent 1 | Tick: 337 - ['']
Agent 1 | Tick: 338 - ['']
Agent 1 | Tick: 339 - ['']
Agent 1 | Tick: 340 - ['']
Agent 1 | Tick: 341 - ['']
Agent 1 | Tick: 342 - ['']
Agent 1 | Tick: 343 - ['']
Agent 1 | Tick: 344 - ['']
Agent 1 | Tick: 345 - ['']
Agent 1 | Tick: 346 - ['']
Agent 1 | Tick: 347 - ['']
Agent 1 | Tick: 348 - ['']
Agent 0 | Tick: 283 - ['l']
Agent 1 | Tick: 349 - ['']
Agent 0 | Tick: 284 - ['d', 'r', 'd']
Agent 1 | Tick: 350 - ['']
Agent 1 | Tick: 351 - ['']
Agent 1 | Tick: 352 - ['']
Agent 0 | Tick: 285 - ['d']
Agent 1 | Tick: 353 - ['']
Agent 1 | Tick: 354 - ['']
Agent 0 | Tick: 286 - ['u', 'u', 'u', 'u', 'u', 'u', 'r']
Agent 1 | Tick: 355 - ['']
Agent 1 | Tick: 356 - ['']
Agent 1 | Tick: 357 - ['']
Agent 1 | Tick: 358 - ['']
Agent 1 | Tick: 359 - ['']
Agent 1 | Tick: 360 - ['']
Agent 0 | Tick: 287 - ['u', 'r']
Agent 1 | Tick: 361 - ['']
Agent 1 | Tick: 362 - ['']
Agent 0 | Tick: 288 - ['r', 'r', 'r', 'u', 'r', 'r', 'u', 'r', 'r', 'p']
Agent 1 | Tick: 363 - ['l', 'd', 'l', 'l', 'l', 'l', 'd', 'l', 'l', 'u', 'l', 'p']
Agent 0 | Tick: 289 - ['l', 'd', 'l', 'l', 'u', 'l', 'l', 'l']
Agent 1 | Tick: 364 - ['']
Agent 1 | Tick: 365 - ['d', 'r', 'd', 'r', 'd', 'd', 'l', 'l', 'u']
Agent 0 | Tick: 290 - ['l']
Agent 0 | Tick: 291 - ['d', 'd', 'd', 'r', 'r', 'r', 'r', 'r', 'r', 'r', 'r', 'r', 'p']
Agent 1 | Tick: 366 - ['l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'p']
Agent 1 | Tick: 367 - ['r', 'r', 'r', 'r', 'r', 'r', 'r', 'r', 'p']
Agent 0 | Tick: 292 - ['l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'p']
Agent 1 | Tick: 368 - ['l', 'l', 'l']
Agent 0 | Tick: 293 - ['d', 'r', 'd']
Agent 1 | Tick: 369 - ['l', 'l', 'l']
Agent 0 | Tick: 294 - ['u', 'r', 'r', 'r', 'p']
Agent 1 | Tick: 370 - ['l']
Agent 1 | Tick: 371 - ['u']
Agent 1 | Tick: 372 - ['u']
Agent 1 | Tick: 373 - ['r']
Agent 0 | Tick: 295 - ['u', 'u', 'u', 'l', 'l', 'l', 'p']
Agent 1 | Tick: 374 - ['r', 'r', 'r']
Agent 1 | Tick: 375 - ['u', 'l']
Agent 1 | Tick: 376 - ['l', 'l', 'l']
Agent 0 | Tick: 296 - ['u', 'r', 'p']
Agent 1 | Tick: 377 - ['l']
Agent 1 | Tick: 378 - ['r', 'r', 'r', 'r']
Agent 0 | Tick: 297 - ['d']
Agent 0 | Tick: 298 - ['d', 'd']
Agent 1 | Tick: 379 - ['l', 'l']
Agent 0 | Tick: 299 - ['u', 'u']
Agent 1 | Tick: 380 - ['l', 'l']
Agent 0 | Tick: 300 - ['u', 'u']
Agent 0 | Tick: 301 - ['d', 'd']
Agent 1 | Tick: 381 - ['r']
Agent 1 | Tick: 382 - ['d', 'd']
Agent 0 | Tick: 302 - ['d', 'd']
Agent 1 | Tick: 383 - ['r']
Agent 0 | Tick: 303 - ['d']
Agent 1 | Tick: 384 - ['r']
Agent 0 | Tick: 304 - ['d']
Agent 1 | Tick: 385 - ['u']
Agent 1 | Tick: 386 - ['l']
Agent 0 | Tick: 305 - ['d', 'l']
Agent 1 | Tick: 387 - ['d', 'l']
Agent 0 | Tick: 306 - ['']
Agent 1 | Tick: 388 - ['d', 'd', 'l']
Agent 0 | Tick: 307 - ['u', 'u', 'r']
Agent 0 | Tick: 308 - ['u', 'r']
Agent 1 | Tick: 389 - ['r']
Agent 1 | Tick: 390 - ['r', 'r', 'd', 'r', 'r']
Agent 0 | Tick: 309 - ['u', 'u', 'r', 'r']
Agent 0 | Tick: 310 - ['']
Agent 1 | Tick: 391 - ['r', 'r', 'u', 'r', 'r', 'r']
Agent 0 | Tick: 311 - ['']
Agent 0 | Tick: 312 - ['']
Agent 0 | Tick: 313 - ['']
Agent 0 | Tick: 314 - ['']
Agent 0 | Tick: 315 - ['']
Agent 1 | Tick: 392 - ['l', 'l', 'd', 'l', 'l', 'p']
Agent 0 | Tick: 316 - ['r', 'r']
Agent 0 | Tick: 317 - ['r']
Agent 0 | Tick: 318 - ['d']
Agent 0 | Tick: 319 - ['d', 'd']
Agent 1 | Tick: 393 - ['d', 'd', 'd', 'r', 'r', 'p']
Agent 0 | Tick: 320 - ['l', 'l']
Agent 0 | Tick: 321 - ['l']
Agent 0 | Tick: 322 - ['r']
Agent 0 | Tick: 323 - ['']
Agent 0 | Tick: 324 - ['']
Agent 0 | Tick: 325 - ['']
Agent 1 | Tick: 394 - ['u', 'l', 'u', 'l', 'l', 'l', 'l', 'l', 'l']
Agent 0 | Tick: 326 - ['']
Agent 0 | Tick: 327 - ['']
Agent 0 | Tick: 328 - ['']
Agent 0 | Tick: 329 - ['']
Agent 0 | Tick: 330 - ['']
Agent 0 | Tick: 331 - ['']
Agent 0 | Tick: 332 - ['']
Agent 0 | Tick: 333 - ['']
Agent 1 | Tick: 395 - ['l']
Agent 0 | Tick: 334 - ['']
Agent 1 | Tick: 396 - ['d', 'd', 'r']
Agent 0 | Tick: 335 - ['']
Agent 0 | Tick: 336 - ['']
Agent 0 | Tick: 337 - ['']
Agent 0 | Tick: 338 - ['']
Agent 1 | Tick: 397 - ['r', 'r']
Agent 0 | Tick: 339 - ['']
Agent 0 | Tick: 340 - ['']
Agent 1 | Tick: 398 - ['']
Agent 0 | Tick: 341 - ['']
Agent 1 | Tick: 399 - ['']
Agent 0 | Tick: 342 - ['']
Agent 1 | Tick: 400 - ['d', 'l']
Agent 0 | Tick: 343 - ['']
Agent 1 | Tick: 401 - ['l']
Agent 0 | Tick: 344 - ['']
Agent 1 | Tick: 402 - ['']
Agent 0 | Tick: 345 - ['']
Agent 0 | Tick: 346 - ['']
Agent 1 | Tick: 403 - ['']
Agent 1 | Tick: 404 - ['']
Agent 0 | Tick: 347 - ['']
Agent 0 | Tick: 348 - ['']
Agent 1 | Tick: 405 - ['']
Agent 1 | Tick: 406 - ['']
Agent 0 | Tick: 349 - ['u', 'r', 'r']
Agent 1 | Tick: 407 - ['']
Agent 1 | Tick: 408 - ['']
Agent 1 | Tick: 409 - ['']
Agent 0 | Tick: 350 - ['l']
Agent 0 | Tick: 351 - ['']
Agent 1 | Tick: 410 - ['']
Agent 1 | Tick: 411 - ['']
Agent 0 | Tick: 352 - ['l']
Agent 1 | Tick: 412 - ['']
Agent 0 | Tick: 353 - ['l']
Agent 1 | Tick: 413 - ['']
Agent 0 | Tick: 354 - ['u', 'u', 'l']
Agent 1 | Tick: 414 - ['']
Agent 1 | Tick: 415 - ['']
Agent 1 | Tick: 416 - ['u', 'r', 'r', 'r', 'r', 'r', 'p']
Agent 0 | Tick: 355 - ['d', 'l', 'l', 'l', 'l', 'l', 'p']
Agent 0 | Tick: 356 - ['d', 'l', 'p']
Agent 1 | Tick: 417 - ['d', 'r', 'p']
Agent 1 | Tick: 418 - ['l']
Agent 0 | Tick: 357 - ['r', 'u', 'u', 'l', 'l', 'l', 'd', 'd']
Agent 1 | Tick: 419 - ['d', 'l']
Agent 1 | Tick: 420 - ['u', 'u', 'u', 'r', 'r', 'r', 'r', 'd', 'd', 'l', 'p']
Agent 0 | Tick: 358 - ['u', 'u']
Agent 0 | Tick: 359 - ['u']
Agent 0 | Tick: 360 - ['u']
Agent 0 | Tick: 361 - ['r', 'r']
Agent 0 | Tick: 362 - ['']
Agent 1 | Tick: 421 - ['u', 'u']
Agent 0 | Tick: 363 - ['']
Agent 0 | Tick: 364 - ['']
Agent 1 | Tick: 422 - ['u', 'r']
Agent 0 | Tick: 365 - ['']
Agent 0 | Tick: 366 - ['']
Agent 1 | Tick: 423 - ['d', 'd', 'l', 'd', 'd', 'd', 'd', 'd', 'r', 'd', 'd', 'l', 'l']
Agent 0 | Tick: 367 - ['']
Agent 0 | Tick: 368 - ['d', 'd', 'd', 'd', 'd', 'r', 'r', 'd', 'r', 'd', 'd', 'd']
Agent 1 | Tick: 424 - ['u', 'u']
Agent 0 | Tick: 369 - ['l', 'l', 'l', 'd', 'l', 'l', 'l', 'l']
